COUNTY_ID,COUNTY_NAME,DISTRICT_ID,DISTRICT_NAME,SCHOOL_CODE,SCHOOL_NAME,SUBGROUP,FOUR_YR_GRAD_RATE,FOUR_YR_ADJ_COHORT_COUNT,GRADUATED_COUNT
1,ATLANTIC,120,ATLANTIC CO VOCATIONAL,10,ATLANTIC COUNTY INSTITUTE OF TECHNOLOGY,White,98.75,160,158
1,ATLANTIC,120,ATLANTIC CO VOCATIONAL,10,ATLANTIC COUNTY INSTITUTE OF TECHNOLOGY,Black,98.25,57,56
1,ATLANTIC,120,ATLANTIC CO VOCATIONAL,10,ATLANTIC COUNTY INSTITUTE OF TECHNOLOGY,Hispanic,100,76,76
1,ATLANTIC,120,ATLANTIC CO VOCATIONAL,10,ATLANTIC COUNTY INSTITUTE OF TECHNOLOGY,Asian,-,-,-
1,ATLANTIC,120,ATLANTIC CO VOCATIONAL,10,ATLANTIC COUNTY INSTITUTE OF TECHNOLOGY,American Indian,-,-,-
1,ATLANTIC,120,ATLANTIC CO VOCATIONAL,10,ATLANTIC COUNTY INSTITUTE OF TECHNOLOGY,Native Hawaiian,-,-,-
1,ATLANTIC,120,ATLANTIC CO VOCATIONAL,10,ATLANTIC COUNTY INSTITUTE OF TECHNOLOGY,Two or More Races,-,-,-
1,ATLANTIC,120,ATLANTIC CO VOCATIONAL,10,ATLANTIC COUNTY INSTITUTE OF TECHNOLOGY,Limited English Proficiency,-,-,-
1,ATLANTIC,120,ATLANTIC CO VOCATIONAL,10,ATLANTIC COUNTY INSTITUTE OF TECHNOLOGY,Economically Disadvantaged,98.4,188,185
1,ATLANTIC,120,ATLANTIC CO VOCATIONAL,10,ATLANTIC COUNTY INSTITUTE OF TECHNOLOGY,Students with Disability,94.74,38,36
1,ATLANTIC,120,ATLANTIC CO VOCATIONAL,10,ATLANTIC COUNTY INSTITUTE OF TECHNOLOGY,Schoolwide,99.04,312,309
1,ATLANTIC,120,ATLANTIC CO VOCATIONAL,999,Districtwide Total,White,98.75,160,158
1,ATLANTIC,120,ATLANTIC CO VOCATIONAL,999,Districtwide Total,Black,98.25,57,56
1,ATLANTIC,120,ATLANTIC CO VOCATIONAL,999,Districtwide Total,Hispanic,100,76,76
1,ATLANTIC,120,ATLANTIC CO VOCATIONAL,999,Districtwide Total,Asian,-,-,-
1,ATLANTIC,120,ATLANTIC CO VOCATIONAL,999,Districtwide Total,American Indian,-,-,-
1,ATLANTIC,120,ATLANTIC CO VOCATIONAL,999,Districtwide Total,Native Hawaiian,-,-,-
1,ATLANTIC,120,ATLANTIC CO VOCATIONAL,999,Districtwide Total,Two or More Races,-,-,-
1,ATLANTIC,120,ATLANTIC CO VOCATIONAL,999,Districtwide Total,Limited English Proficiency,-,-,-
1,ATLANTIC,120,ATLANTIC CO VOCATIONAL,999,Districtwide Total,Economically Disadvantaged,98.4,188,185
1,ATLANTIC,120,ATLANTIC CO VOCATIONAL,999,Districtwide Total,Students with Disability,94.74,38,36
1,ATLANTIC,120,ATLANTIC CO VOCATIONAL,999,Districtwide Total,Districtwide,99.04,312,309
1,ATLANTIC,590,BUENA REGIONAL,25,BUENA REGIONAL HIGH SCHOOL,White,95.87,121,116
1,ATLANTIC,590,BUENA REGIONAL,25,BUENA REGIONAL HIGH SCHOOL,Black,-,-,-
1,ATLANTIC,590,BUENA REGIONAL,25,BUENA REGIONAL HIGH SCHOOL,Hispanic,81.25,48,39
1,ATLANTIC,590,BUENA REGIONAL,25,BUENA REGIONAL HIGH SCHOOL,Asian,-,-,-
1,ATLANTIC,590,BUENA REGIONAL,25,BUENA REGIONAL HIGH SCHOOL,American Indian,-,-,-
1,ATLANTIC,590,BUENA REGIONAL,25,BUENA REGIONAL HIGH SCHOOL,Native Hawaiian,-,-,-
1,ATLANTIC,590,BUENA REGIONAL,25,BUENA REGIONAL HIGH SCHOOL,Two or More Races,-,-,-
1,ATLANTIC,590,BUENA REGIONAL,25,BUENA REGIONAL HIGH SCHOOL,Limited English Proficiency,-,-,-
1,ATLANTIC,590,BUENA REGIONAL,25,BUENA REGIONAL HIGH SCHOOL,Economically Disadvantaged,86.81,91,79
1,ATLANTIC,590,BUENA REGIONAL,25,BUENA REGIONAL HIGH SCHOOL,Students with Disability,90.48,42,38
1,ATLANTIC,590,BUENA REGIONAL,25,BUENA REGIONAL HIGH SCHOOL,Schoolwide,91.71,205,188
1,ATLANTIC,590,BUENA REGIONAL,999,Districtwide Total,White,95.87,121,116
1,ATLANTIC,590,BUENA REGIONAL,999,Districtwide Total,Black,-,-,-
1,ATLANTIC,590,BUENA REGIONAL,999,Districtwide Total,Hispanic,81.25,48,39
1,ATLANTIC,590,BUENA REGIONAL,999,Districtwide Total,Asian,-,-,-
1,ATLANTIC,590,BUENA REGIONAL,999,Districtwide Total,American Indian,-,-,-
1,ATLANTIC,590,BUENA REGIONAL,999,Districtwide Total,Native Hawaiian,-,-,-
1,ATLANTIC,590,BUENA REGIONAL,999,Districtwide Total,Two or More Races,-,-,-
1,ATLANTIC,590,BUENA REGIONAL,999,Districtwide Total,Limited English Proficiency,-,-,-
1,ATLANTIC,590,BUENA REGIONAL,999,Districtwide Total,Economically Disadvantaged,86.81,91,79
1,ATLANTIC,590,BUENA REGIONAL,999,Districtwide Total,Students with Disability,90.48,42,38
1,ATLANTIC,590,BUENA REGIONAL,999,Districtwide Total,Districtwide,91.71,205,188
1,ATLANTIC,1310,EGG HARBOR TWP,5,EGG HARBOR TOWNSHIP HIGH SCHOOL,White,92.53,281,260
1,ATLANTIC,1310,EGG HARBOR TWP,5,EGG HARBOR TOWNSHIP HIGH SCHOOL,Black,89.55,67,60
1,ATLANTIC,1310,EGG HARBOR TWP,5,EGG HARBOR TOWNSHIP HIGH SCHOOL,Hispanic,90.91,132,120
1,ATLANTIC,1310,EGG HARBOR TWP,5,EGG HARBOR TOWNSHIP HIGH SCHOOL,Asian,93.18,88,82
1,ATLANTIC,1310,EGG HARBOR TWP,5,EGG HARBOR TOWNSHIP HIGH SCHOOL,American Indian,-,-,-
1,ATLANTIC,1310,EGG HARBOR TWP,5,EGG HARBOR TOWNSHIP HIGH SCHOOL,Native Hawaiian,-,-,-
1,ATLANTIC,1310,EGG HARBOR TWP,5,EGG HARBOR TOWNSHIP HIGH SCHOOL,Two or More Races,-,-,-
1,ATLANTIC,1310,EGG HARBOR TWP,5,EGG HARBOR TOWNSHIP HIGH SCHOOL,Limited English Proficiency,-,-,-
1,ATLANTIC,1310,EGG HARBOR TWP,5,EGG HARBOR TOWNSHIP HIGH SCHOOL,Economically Disadvantaged,89.58,240,215
1,ATLANTIC,1310,EGG HARBOR TWP,5,EGG HARBOR TOWNSHIP HIGH SCHOOL,Students with Disability,76.81,69,53
1,ATLANTIC,1310,EGG HARBOR TWP,5,EGG HARBOR TOWNSHIP HIGH SCHOOL,Schoolwide,92.27,595,549
1,ATLANTIC,1310,EGG HARBOR TWP,999,Districtwide Total,White,92.53,281,260
1,ATLANTIC,1310,EGG HARBOR TWP,999,Districtwide Total,Black,89.55,67,60
1,ATLANTIC,1310,EGG HARBOR TWP,999,Districtwide Total,Hispanic,90.91,132,120
1,ATLANTIC,1310,EGG HARBOR TWP,999,Districtwide Total,Asian,93.18,88,82
1,ATLANTIC,1310,EGG HARBOR TWP,999,Districtwide Total,American Indian,-,-,-
1,ATLANTIC,1310,EGG HARBOR TWP,999,Districtwide Total,Native Hawaiian,-,-,-
1,ATLANTIC,1310,EGG HARBOR TWP,999,Districtwide Total,Two or More Races,-,-,-
1,ATLANTIC,1310,EGG HARBOR TWP,999,Districtwide Total,Limited English Proficiency,-,-,-
1,ATLANTIC,1310,EGG HARBOR TWP,999,Districtwide Total,Economically Disadvantaged,89.58,240,215
1,ATLANTIC,1310,EGG HARBOR TWP,999,Districtwide Total,Students with Disability,76.81,69,53
1,ATLANTIC,1310,EGG HARBOR TWP,999,Districtwide Total,Districtwide,92.27,595,549
1,ATLANTIC,1790,GREATER EGG HARBOR REG,40,ABSEGAMI HIGH SCHOOL,White,91.08,213,194
1,ATLANTIC,1790,GREATER EGG HARBOR REG,40,ABSEGAMI HIGH SCHOOL,Black,92.96,71,66
1,ATLANTIC,1790,GREATER EGG HARBOR REG,40,ABSEGAMI HIGH SCHOOL,Hispanic,88.89,45,40
1,ATLANTIC,1790,GREATER EGG HARBOR REG,40,ABSEGAMI HIGH SCHOOL,Asian,94.83,58,55
1,ATLANTIC,1790,GREATER EGG HARBOR REG,40,ABSEGAMI HIGH SCHOOL,American Indian,-,-,-
1,ATLANTIC,1790,GREATER EGG HARBOR REG,40,ABSEGAMI HIGH SCHOOL,Native Hawaiian,-,-,-
1,ATLANTIC,1790,GREATER EGG HARBOR REG,40,ABSEGAMI HIGH SCHOOL,Two or More Races,-,-,-
1,ATLANTIC,1790,GREATER EGG HARBOR REG,40,ABSEGAMI HIGH SCHOOL,Limited English Proficiency,-,-,-
1,ATLANTIC,1790,GREATER EGG HARBOR REG,40,ABSEGAMI HIGH SCHOOL,Economically Disadvantaged,85.62,153,131
1,ATLANTIC,1790,GREATER EGG HARBOR REG,40,ABSEGAMI HIGH SCHOOL,Students with Disability,81.82,66,54
1,ATLANTIC,1790,GREATER EGG HARBOR REG,40,ABSEGAMI HIGH SCHOOL,Schoolwide,91.75,388,356
1,ATLANTIC,1790,GREATER EGG HARBOR REG,50,OAKCREST HIGH SCHOOL,White,90.51,137,124
1,ATLANTIC,1790,GREATER EGG HARBOR REG,50,OAKCREST HIGH SCHOOL,Black,91.57,83,76
1,ATLANTIC,1790,GREATER EGG HARBOR REG,50,OAKCREST HIGH SCHOOL,Hispanic,90,50,45
1,ATLANTIC,1790,GREATER EGG HARBOR REG,50,OAKCREST HIGH SCHOOL,Asian,-,-,-
1,ATLANTIC,1790,GREATER EGG HARBOR REG,50,OAKCREST HIGH SCHOOL,American Indian,-,-,-
1,ATLANTIC,1790,GREATER EGG HARBOR REG,50,OAKCREST HIGH SCHOOL,Native Hawaiian,-,-,-
1,ATLANTIC,1790,GREATER EGG HARBOR REG,50,OAKCREST HIGH SCHOOL,Two or More Races,-,-,-
1,ATLANTIC,1790,GREATER EGG HARBOR REG,50,OAKCREST HIGH SCHOOL,Limited English Proficiency,-,-,-
1,ATLANTIC,1790,GREATER EGG HARBOR REG,50,OAKCREST HIGH SCHOOL,Economically Disadvantaged,90,140,126
1,ATLANTIC,1790,GREATER EGG HARBOR REG,50,OAKCREST HIGH SCHOOL,Students with Disability,86,50,43
1,ATLANTIC,1790,GREATER EGG HARBOR REG,50,OAKCREST HIGH SCHOOL,Schoolwide,91.35,289,264
1,ATLANTIC,1790,GREATER EGG HARBOR REG,60,CEDAR CREEK HIGH SCHOOL,White,95.97,149,143
1,ATLANTIC,1790,GREATER EGG HARBOR REG,60,CEDAR CREEK HIGH SCHOOL,Black,91.18,34,31
1,ATLANTIC,1790,GREATER EGG HARBOR REG,60,CEDAR CREEK HIGH SCHOOL,Hispanic,91.89,37,34
1,ATLANTIC,1790,GREATER EGG HARBOR REG,60,CEDAR CREEK HIGH SCHOOL,Asian,-,-,-
1,ATLANTIC,1790,GREATER EGG HARBOR REG,60,CEDAR CREEK HIGH SCHOOL,American Indian,-,-,-
1,ATLANTIC,1790,GREATER EGG HARBOR REG,60,CEDAR CREEK HIGH SCHOOL,Native Hawaiian,-,-,-
1,ATLANTIC,1790,GREATER EGG HARBOR REG,60,CEDAR CREEK HIGH SCHOOL,Two or More Races,-,-,-
1,ATLANTIC,1790,GREATER EGG HARBOR REG,60,CEDAR CREEK HIGH SCHOOL,Limited English Proficiency,-,-,-
1,ATLANTIC,1790,GREATER EGG HARBOR REG,60,CEDAR CREEK HIGH SCHOOL,Economically Disadvantaged,89.89,89,80
1,ATLANTIC,1790,GREATER EGG HARBOR REG,60,CEDAR CREEK HIGH SCHOOL,Students with Disability,87.8,41,36
1,ATLANTIC,1790,GREATER EGG HARBOR REG,60,CEDAR CREEK HIGH SCHOOL,Schoolwide,94.32,229,216
1,ATLANTIC,1790,GREATER EGG HARBOR REG,999,Districtwide Total,White,92.38,499,461
1,ATLANTIC,1790,GREATER EGG HARBOR REG,999,Districtwide Total,Black,92.02,188,173
1,ATLANTIC,1790,GREATER EGG HARBOR REG,999,Districtwide Total,Hispanic,90.15,132,119
1,ATLANTIC,1790,GREATER EGG HARBOR REG,999,Districtwide Total,Asian,95,80,76
1,ATLANTIC,1790,GREATER EGG HARBOR REG,999,Districtwide Total,American Indian,-,-,-
1,ATLANTIC,1790,GREATER EGG HARBOR REG,999,Districtwide Total,Native Hawaiian,-,-,-
1,ATLANTIC,1790,GREATER EGG HARBOR REG,999,Districtwide Total,Two or More Races,-,-,-
1,ATLANTIC,1790,GREATER EGG HARBOR REG,999,Districtwide Total,Limited English Proficiency,-,-,-
1,ATLANTIC,1790,GREATER EGG HARBOR REG,999,Districtwide Total,Economically Disadvantaged,88.22,382,337
1,ATLANTIC,1790,GREATER EGG HARBOR REG,999,Districtwide Total,Students with Disability,84.71,157,133
1,ATLANTIC,1790,GREATER EGG HARBOR REG,999,Districtwide Total,Districtwide,92.27,906,836
1,ATLANTIC,1960,HAMMONTON TOWN,50,HAMMONTON HIGH SCHOOL,White,93.53,278,260
1,ATLANTIC,1960,HAMMONTON TOWN,50,HAMMONTON HIGH SCHOOL,Black,-,-,-
1,ATLANTIC,1960,HAMMONTON TOWN,50,HAMMONTON HIGH SCHOOL,Hispanic,83.54,79,66
1,ATLANTIC,1960,HAMMONTON TOWN,50,HAMMONTON HIGH SCHOOL,Asian,-,-,-
1,ATLANTIC,1960,HAMMONTON TOWN,50,HAMMONTON HIGH SCHOOL,American Indian,-,-,-
1,ATLANTIC,1960,HAMMONTON TOWN,50,HAMMONTON HIGH SCHOOL,Native Hawaiian,-,-,-
1,ATLANTIC,1960,HAMMONTON TOWN,50,HAMMONTON HIGH SCHOOL,Two or More Races,-,-,-
1,ATLANTIC,1960,HAMMONTON TOWN,50,HAMMONTON HIGH SCHOOL,Limited English Proficiency,-,-,-
1,ATLANTIC,1960,HAMMONTON TOWN,50,HAMMONTON HIGH SCHOOL,Economically Disadvantaged,84.68,124,105
1,ATLANTIC,1960,HAMMONTON TOWN,50,HAMMONTON HIGH SCHOOL,Students with Disability,85.71,70,60
1,ATLANTIC,1960,HAMMONTON TOWN,50,HAMMONTON HIGH SCHOOL,Schoolwide,91.58,392,359
1,ATLANTIC,1960,HAMMONTON TOWN,999,Districtwide Total,White,93.53,278,260
1,ATLANTIC,1960,HAMMONTON TOWN,999,Districtwide Total,Black,-,-,-
1,ATLANTIC,1960,HAMMONTON TOWN,999,Districtwide Total,Hispanic,83.54,79,66
1,ATLANTIC,1960,HAMMONTON TOWN,999,Districtwide Total,Asian,-,-,-
1,ATLANTIC,1960,HAMMONTON TOWN,999,Districtwide Total,American Indian,-,-,-
1,ATLANTIC,1960,HAMMONTON TOWN,999,Districtwide Total,Native Hawaiian,-,-,-
1,ATLANTIC,1960,HAMMONTON TOWN,999,Districtwide Total,Two or More Races,-,-,-
1,ATLANTIC,1960,HAMMONTON TOWN,999,Districtwide Total,Limited English Proficiency,-,-,-
1,ATLANTIC,1960,HAMMONTON TOWN,999,Districtwide Total,Economically Disadvantaged,84.68,124,105
1,ATLANTIC,1960,HAMMONTON TOWN,999,Districtwide Total,Students with Disability,85.71,70,60
1,ATLANTIC,1960,HAMMONTON TOWN,999,Districtwide Total,Districtwide,91.58,392,359
1,ATLANTIC,2910,MAINLAND REGIONAL,50,MAINLAND REGIONAL HIGH SCHOOL,White,95.38,238,227
1,ATLANTIC,2910,MAINLAND REGIONAL,50,MAINLAND REGIONAL HIGH SCHOOL,Black,-,-,-
1,ATLANTIC,2910,MAINLAND REGIONAL,50,MAINLAND REGIONAL HIGH SCHOOL,Hispanic,90.91,44,40
1,ATLANTIC,2910,MAINLAND REGIONAL,50,MAINLAND REGIONAL HIGH SCHOOL,Asian,-,-,-
1,ATLANTIC,2910,MAINLAND REGIONAL,50,MAINLAND REGIONAL HIGH SCHOOL,American Indian,-,-,-
1,ATLANTIC,2910,MAINLAND REGIONAL,50,MAINLAND REGIONAL HIGH SCHOOL,Native Hawaiian,-,-,-
1,ATLANTIC,2910,MAINLAND REGIONAL,50,MAINLAND REGIONAL HIGH SCHOOL,Two or More Races,-,-,-
1,ATLANTIC,2910,MAINLAND REGIONAL,50,MAINLAND REGIONAL HIGH SCHOOL,Limited English Proficiency,-,-,-
1,ATLANTIC,2910,MAINLAND REGIONAL,50,MAINLAND REGIONAL HIGH SCHOOL,Economically Disadvantaged,87.5,88,77
1,ATLANTIC,2910,MAINLAND REGIONAL,50,MAINLAND REGIONAL HIGH SCHOOL,Students with Disability,71.79,39,28
1,ATLANTIC,2910,MAINLAND REGIONAL,50,MAINLAND REGIONAL HIGH SCHOOL,Schoolwide,93.66,331,310
1,ATLANTIC,2910,MAINLAND REGIONAL,999,Districtwide Total,White,95.38,238,227
1,ATLANTIC,2910,MAINLAND REGIONAL,999,Districtwide Total,Black,-,-,-
1,ATLANTIC,2910,MAINLAND REGIONAL,999,Districtwide Total,Hispanic,90.91,44,40
1,ATLANTIC,2910,MAINLAND REGIONAL,999,Districtwide Total,Asian,-,-,-
1,ATLANTIC,2910,MAINLAND REGIONAL,999,Districtwide Total,American Indian,-,-,-
1,ATLANTIC,2910,MAINLAND REGIONAL,999,Districtwide Total,Native Hawaiian,-,-,-
1,ATLANTIC,2910,MAINLAND REGIONAL,999,Districtwide Total,Two or More Races,-,-,-
1,ATLANTIC,2910,MAINLAND REGIONAL,999,Districtwide Total,Limited English Proficiency,-,-,-
1,ATLANTIC,2910,MAINLAND REGIONAL,999,Districtwide Total,Economically Disadvantaged,87.5,88,77
1,ATLANTIC,2910,MAINLAND REGIONAL,999,Districtwide Total,Students with Disability,71.79,39,28
1,ATLANTIC,2910,MAINLAND REGIONAL,999,Districtwide Total,Districtwide,93.66,331,310
1,ATLANTIC,4180,PLEASANTVILLE CITY,50,PLEASANTVILLE HIGH SCHOOL,White,-,-,-
1,ATLANTIC,4180,PLEASANTVILLE CITY,50,PLEASANTVILLE HIGH SCHOOL,Black,75.64,78,59
1,ATLANTIC,4180,PLEASANTVILLE CITY,50,PLEASANTVILLE HIGH SCHOOL,Hispanic,83.33,90,75
1,ATLANTIC,4180,PLEASANTVILLE CITY,50,PLEASANTVILLE HIGH SCHOOL,Asian,-,-,-
1,ATLANTIC,4180,PLEASANTVILLE CITY,50,PLEASANTVILLE HIGH SCHOOL,American Indian,-,-,-
1,ATLANTIC,4180,PLEASANTVILLE CITY,50,PLEASANTVILLE HIGH SCHOOL,Native Hawaiian,-,-,-
1,ATLANTIC,4180,PLEASANTVILLE CITY,50,PLEASANTVILLE HIGH SCHOOL,Two or More Races,-,-,-
1,ATLANTIC,4180,PLEASANTVILLE CITY,50,PLEASANTVILLE HIGH SCHOOL,Limited English Proficiency,-,-,-
1,ATLANTIC,4180,PLEASANTVILLE CITY,50,PLEASANTVILLE HIGH SCHOOL,Economically Disadvantaged,82.24,152,125
1,ATLANTIC,4180,PLEASANTVILLE CITY,50,PLEASANTVILLE HIGH SCHOOL,Students with Disability,58.82,34,20
1,ATLANTIC,4180,PLEASANTVILLE CITY,50,PLEASANTVILLE HIGH SCHOOL,Schoolwide,80.85,188,152
1,ATLANTIC,4180,PLEASANTVILLE CITY,999,Districtwide Total,White,-,-,-
1,ATLANTIC,4180,PLEASANTVILLE CITY,999,Districtwide Total,Black,75.64,78,59
1,ATLANTIC,4180,PLEASANTVILLE CITY,999,Districtwide Total,Hispanic,83.33,90,75
1,ATLANTIC,4180,PLEASANTVILLE CITY,999,Districtwide Total,Asian,-,-,-
1,ATLANTIC,4180,PLEASANTVILLE CITY,999,Districtwide Total,American Indian,-,-,-
1,ATLANTIC,4180,PLEASANTVILLE CITY,999,Districtwide Total,Native Hawaiian,-,-,-
1,ATLANTIC,4180,PLEASANTVILLE CITY,999,Districtwide Total,Two or More Races,-,-,-
1,ATLANTIC,4180,PLEASANTVILLE CITY,999,Districtwide Total,Limited English Proficiency,-,-,-
1,ATLANTIC,4180,PLEASANTVILLE CITY,999,Districtwide Total,Economically Disadvantaged,82.24,152,125
1,ATLANTIC,4180,PLEASANTVILLE CITY,999,Districtwide Total,Students with Disability,58.82,34,20
1,ATLANTIC,4180,PLEASANTVILLE CITY,999,Districtwide Total,Districtwide,80.85,188,152
3,BERGEN,290,BERGEN COUNTY VOCATIONAL,20,BERGEN COUNTY ACADEMIES,White,100,105,105
3,BERGEN,290,BERGEN COUNTY VOCATIONAL,20,BERGEN COUNTY ACADEMIES,Black,-,-,-
3,BERGEN,290,BERGEN COUNTY VOCATIONAL,20,BERGEN COUNTY ACADEMIES,Hispanic,-,-,-
3,BERGEN,290,BERGEN COUNTY VOCATIONAL,20,BERGEN COUNTY ACADEMIES,Asian,99.1,111,110
3,BERGEN,290,BERGEN COUNTY VOCATIONAL,20,BERGEN COUNTY ACADEMIES,American Indian,-,-,-
3,BERGEN,290,BERGEN COUNTY VOCATIONAL,20,BERGEN COUNTY ACADEMIES,Native Hawaiian,-,-,-
3,BERGEN,290,BERGEN COUNTY VOCATIONAL,20,BERGEN COUNTY ACADEMIES,Two or More Races,-,-,-
3,BERGEN,290,BERGEN COUNTY VOCATIONAL,20,BERGEN COUNTY ACADEMIES,Limited English Proficiency,-,-,-
3,BERGEN,290,BERGEN COUNTY VOCATIONAL,20,BERGEN COUNTY ACADEMIES,Economically Disadvantaged,-,-,-
3,BERGEN,290,BERGEN COUNTY VOCATIONAL,20,BERGEN COUNTY ACADEMIES,Students with Disability,-,-,-
3,BERGEN,290,BERGEN COUNTY VOCATIONAL,20,BERGEN COUNTY ACADEMIES,Schoolwide,99.6,247,246
3,BERGEN,290,BERGEN COUNTY VOCATIONAL,70,BERGEN COUNTY TECHNICAL HIGH SCHOOL - TETERBORO,White,98.31,59,58
3,BERGEN,290,BERGEN COUNTY VOCATIONAL,70,BERGEN COUNTY TECHNICAL HIGH SCHOOL - TETERBORO,Black,-,-,-
3,BERGEN,290,BERGEN COUNTY VOCATIONAL,70,BERGEN COUNTY TECHNICAL HIGH SCHOOL - TETERBORO,Hispanic,-,-,-
3,BERGEN,290,BERGEN COUNTY VOCATIONAL,70,BERGEN COUNTY TECHNICAL HIGH SCHOOL - TETERBORO,Asian,100,53,53
3,BERGEN,290,BERGEN COUNTY VOCATIONAL,70,BERGEN COUNTY TECHNICAL HIGH SCHOOL - TETERBORO,American Indian,-,-,-
3,BERGEN,290,BERGEN COUNTY VOCATIONAL,70,BERGEN COUNTY TECHNICAL HIGH SCHOOL - TETERBORO,Native Hawaiian,-,-,-
3,BERGEN,290,BERGEN COUNTY VOCATIONAL,70,BERGEN COUNTY TECHNICAL HIGH SCHOOL - TETERBORO,Two or More Races,-,-,-
3,BERGEN,290,BERGEN COUNTY VOCATIONAL,70,BERGEN COUNTY TECHNICAL HIGH SCHOOL - TETERBORO,Limited English Proficiency,-,-,-
3,BERGEN,290,BERGEN COUNTY VOCATIONAL,70,BERGEN COUNTY TECHNICAL HIGH SCHOOL - TETERBORO,Economically Disadvantaged,-,-,-
3,BERGEN,290,BERGEN COUNTY VOCATIONAL,70,BERGEN COUNTY TECHNICAL HIGH SCHOOL - TETERBORO,Students with Disability,-,-,-
3,BERGEN,290,BERGEN COUNTY VOCATIONAL,70,BERGEN COUNTY TECHNICAL HIGH SCHOOL - TETERBORO,Schoolwide,99.35,153,152
3,BERGEN,290,BERGEN COUNTY VOCATIONAL,999,Districtwide Total,White,99.39,164,163
3,BERGEN,290,BERGEN COUNTY VOCATIONAL,999,Districtwide Total,Black,-,-,-
3,BERGEN,290,BERGEN COUNTY VOCATIONAL,999,Districtwide Total,Hispanic,100,43,43
3,BERGEN,290,BERGEN COUNTY VOCATIONAL,999,Districtwide Total,Asian,99.39,164,163
3,BERGEN,290,BERGEN COUNTY VOCATIONAL,999,Districtwide Total,American Indian,-,-,-
3,BERGEN,290,BERGEN COUNTY VOCATIONAL,999,Districtwide Total,Native Hawaiian,-,-,-
3,BERGEN,290,BERGEN COUNTY VOCATIONAL,999,Districtwide Total,Two or More Races,-,-,-
3,BERGEN,290,BERGEN COUNTY VOCATIONAL,999,Districtwide Total,Limited English Proficiency,-,-,-
3,BERGEN,290,BERGEN COUNTY VOCATIONAL,999,Districtwide Total,Economically Disadvantaged,-,-,-
3,BERGEN,290,BERGEN COUNTY VOCATIONAL,999,Districtwide Total,Students with Disability,-,-,-
3,BERGEN,290,BERGEN COUNTY VOCATIONAL,999,Districtwide Total,Districtwide,99.5,400,398
3,BERGEN,300,BERGENFIELD BORO,20,BERGENFIELD HIGH SCHOOL,White,86.54,52,45
3,BERGEN,300,BERGENFIELD BORO,20,BERGENFIELD HIGH SCHOOL,Black,93.33,30,28
3,BERGEN,300,BERGENFIELD BORO,20,BERGENFIELD HIGH SCHOOL,Hispanic,99.24,132,131
3,BERGEN,300,BERGENFIELD BORO,20,BERGENFIELD HIGH SCHOOL,Asian,98.95,95,94
3,BERGEN,300,BERGENFIELD BORO,20,BERGENFIELD HIGH SCHOOL,American Indian,-,-,-
